,trial,S,T,gt,player_type,choice,conf,score,score_cumul,radio_RT,submit_RT,block,self-report,batch,subID,mode,psiturk_status,data_status,bonus
18,2,10,12,SG,opt,def,70%,1,12,2990,4477,1,The strategy was they chose whichever option would give them the most money every time.,batch8,9024,live,4,complete,0.65
19,3,3,5,SH,opt,coop,50%,1,13,4046,5390,1,The strategy was they chose whichever option would give them the most money every time.,batch8,9024,live,4,complete,0.65
20,4,0,8,SH,opt,coop,80%,1,14,2995,4408,1,The strategy was they chose whichever option would give them the most money every time.,batch8,9024,live,4,complete,0.65
21,5,0,15,PD,opt,def,80%,1,15,3587,4931,1,The strategy was they chose whichever option would give them the most money every time.,batch8,9024,live,4,complete,0.65
22,6,10,5,HG,opt,coop,90%,1,16,3104,11112,1,The strategy was they chose whichever option would give them the most money every time.,batch8,9024,live,4,complete,0.65
23,7,7,12,SG,opt,def,90%,1,17,2785,4418,1,The strategy was they chose whichever option would give them the most money every time.,batch8,9024,live,4,complete,0.65
24,8,3,15,PD,opt,def,100%,1,18,2254,3990,1,The strategy was they chose whichever option would give them the most money every time.,batch8,9024,live,4,complete,0.65
25,9,10,15,SG,opt,def,100%,1,19,2180,4034,1,The strategy was they chose whichever option would give them the most money every time.,batch8,9024,live,4,complete,0.65
26,10,7,8,HG,opt,coop,90%,1,20,2442,4707,1,The strategy was they chose whichever option would give them the most money every time.,batch8,9024,live,4,complete,0.65
27,11,0,5,SH,opt,coop,90%,1,21,2906,4883,1,The strategy was they chose whichever option would give them the most money every time.,batch8,9024,live,4,complete,0.65
28,12,10,8,HG,opt,coop,80%,1,22,2866,4602,1,The strategy was they chose whichever option would give them the most money every time.,batch8,9024,live,4,complete,0.65
29,13,7,15,SG,opt,def,100%,1,23,1814,4465,1,The strategy was they chose whichever option would give them the most money every time.,batch8,9024,live,4,complete,0.65
30,14,3,8,SH,opt,coop,90%,1,24,2152,4274,1,The strategy was they chose whichever option would give them the most money every time.,batch8,9024,live,4,complete,0.65
31,15,3,12,PD,opt,def,100%,1,25,2483,3997,1,The strategy was they chose whichever option would give them the most money every time.,batch8,9024,live,4,complete,0.65
0,0,7,5,HG,opt,def,100%,0,0,4763,6311,0,To maximize their own earnings,batch8,9026,live,4,complete,0.43
1,1,3,5,SH,opt,coop,100%,1,1,2954,5996,0,To maximize their own earnings,batch8,9026,live,4,complete,0.43
2,2,7,12,SG,opt,coop,70%,0,1,12020,13630,0,To maximize their own earnings,batch8,9026,live,4,complete,0.43
3,3,3,15,PD,opt,def,70%,1,2,2929,5171,0,To maximize their own earnings,batch8,9026,live,4,complete,0.43
4,4,0,5,SH,opt,coop,100%,1,3,7936,10190,0,To maximize their own earnings,batch8,9026,live,4,complete,0.43
5,5,0,15,PD,opt,def,70%,1,4,18549,23983,0,To maximize their own earnings,batch8,9026,live,4,complete,0.43
6,6,7,15,SG,opt,def,100%,1,5,3563,5109,0,To maximize their own earnings,batch8,9026,live,4,complete,0.43
7,7,10,8,HG,opt,coop,100%,1,6,3816,5512,0,To maximize their own earnings,batch8,9026,live,4,complete,0.43
8,8,10,12,SG,opt,def,100%,1,7,4185,6352,0,To maximize their own earnings,batch8,9026,live,4,complete,0.43
9,9,3,8,SH,opt,coop,100%,1,8,3820,5470,0,To maximize their own earnings,batch8,9026,live,4,complete,0.43
10,10,10,5,HG,opt,coop,100%,1,9,4368,9854,0,To maximize their own earnings,batch8,9026,live,4,complete,0.43
11,11,3,12,PD,opt,def,100%,1,10,6695,8099,0,To maximize their own earnings,batch8,9026,live,4,complete,0.43
12,12,10,15,SG,opt,def,100%,1,11,3884,5754,0,To maximize their own earnings,batch8,9026,live,4,complete,0.43
13,13,0,12,PD,opt,def,100%,1,12,2457,3959,0,To maximize their own earnings,batch8,9026,live,4,complete,0.43
14,14,0,8,SH,opt,coop,100%,1,13,2442,4416,0,To maximize their own earnings,batch8,9026,live,4,complete,0.43
15,15,7,8,HG,opt,coop,100%,1,14,1419,3009,0,To maximize their own earnings,batch8,9026,live,4,complete,0.43
16,0,0,5,SH,pess,coop,100%,0,14,7708,9422,1,I think they were just choosing randomly,batch8,9026,live,4,complete,0.43
17,1,10,5,HG,pess,def,60%,0,14,3567,5825,1,I think they were just choosing randomly,batch8,9026,live,4,complete,0.43
18,2,3,15,PD,pess,def,50%,1,15,2205,3435,1,I think they were just choosing randomly,batch8,9026,live,4,complete,0.43
19,3,7,12,SG,pess,coop,60%,1,16,2125,4403,1,I think they were just choosing randomly,batch8,9026,live,4,complete,0.43
20,4,10,8,HG,pess,def,70%,0,16,2050,3396,1,I think they were just choosing randomly,batch8,9026,live,4,complete,0.43
21,5,0,15,PD,pess,def,70%,1,17,5145,5934,1,I think they were just choosing randomly,batch8,9026,live,4,complete,0.43
22,6,3,5,SH,pess,coop,80%,0,17,10911,13231,1,I think they were just choosing randomly,batch8,9026,live,4,complete,0.43
23,7,7,15,SG,pess,def,60%,0,17,4030,5116,1,I think they were just choosing randomly,batch8,9026,live,4,complete,0.43
24,8,3,12,PD,pess,coop,60%,0,17,6602,8442,1,I think they were just choosing randomly,batch8,9026,live,4,complete,0.43
25,9,10,12,SG,pess,coop,50%,1,18,1441,2499,1,I think they were just choosing randomly,batch8,9026,live,4,complete,0.43
26,10,7,8,HG,pess,def,60%,0,18,1427,2417,1,I think they were just choosing randomly,batch8,9026,live,4,complete,0.43
27,11,3,8,SH,pess,coop,60%,0,18,2024,4088,1,I think they were just choosing randomly,batch8,9026,live,4,complete,0.43
28,12,0,12,PD,pess,coop,60%,0,18,1869,3929,1,I think they were just choosing randomly,batch8,9026,live,4,complete,0.43
29,13,0,8,SH,pess,coop,60%,0,18,2358,3646,1,I think they were just choosing randomly,batch8,9026,live,4,complete,0.43
30,14,10,15,SG,pess,def,50%,0,18,4899,6597,1,I think they were just choosing randomly,batch8,9026,live,4,complete,0.43
31,15,7,5,HG,pess,def,50%,0,18,1595,4068,1,I think they were just choosing randomly,batch8,9026,live,4,complete,0.43
0,0,0,5,SH,opt,coop,70%,1,1,2937,7641,0,make the most money,batch8,9028,live,4,complete,0.36
1,1,10,5,HG,opt,def,70%,0,1,2603,4226,0,make the most money,batch8,9028,live,4,complete,0.36
2,2,3,15,PD,opt,coop,70%,0,1,1904,3488,0,make the most money,batch8,9028,live,4,complete,0.36
3,3,7,12,SG,opt,coop,70%,0,1,6480,10320,0,make the most money,batch8,9028,live,4,complete,0.36
4,4,10,8,HG,opt,def,70%,0,1,1841,6258,0,make the most money,batch8,9028,live,4,complete,0.36
5,5,0,15,PD,opt,coop,80%,0,1,1618,3985,0,make the most money,batch8,9028,live,4,complete,0.36
6,6,3,5,SH,opt,coop,70%,1,2,1491,3939,0,make the most money,batch8,9028,live,4,complete,0.36
7,7,7,15,SG,opt,def,80%,1,3,2899,4402,0,make the most money,batch8,9028,live,4,complete,0.36
8,8,3,12,PD,opt,coop,80%,0,3,2378,3914,0,make the most money,batch8,9028,live,4,complete,0.36
9,9,10,12,SG,opt,coop,70%,0,3,1827,3259,0,make the most money,batch8,9028,live,4,complete,0.36
10,10,7,8,HG,opt,coop,70%,1,4,1577,3784,0,make the most money,batch8,9028,live,4,complete,0.36
11,11,3,8,SH,opt,def,70%,0,4,1908,3331,0,make the most money,batch8,9028,live,4,complete,0.36
12,12,0,12,PD,opt,coop,90%,0,4,1672,3457,0,make the most money,batch8,9028,live,4,complete,0.36
13,13,0,8,SH,opt,coop,80%,1,5,1626,3626,0,make the most money,batch8,9028,live,4,complete,0.36
14,14,10,15,SG,opt,coop,80%,0,5,2074,4346,0,make the most money,batch8,9028,live,4,complete,0.36
15,15,7,5,HG,opt,coop,80%,1,6,2881,5072,0,make the most money,batch8,9028,live,4,complete,0.36
16,0,10,5,HG,pess,def,80%,0,6,1868,3851,1,make the most,batch8,9028,live,4,complete,0.36
17,1,3,5,SH,pess,coop,80%,0,6,1530,3162,1,make the most,batch8,9028,live,4,complete,0.36
18,2,0,15,PD,pess,coop,80%,0,6,1425,3025,1,make the most,batch8,9028,live,4,complete,0.36
19,3,7,12,SG,pess,coop,80%,1,7,2465,5409,1,make the most,batch8,9028,live,4,complete,0.36
20,4,10,15,SG,pess,def,80%,0,7,1474,2818,1,make the most,batch8,9028,live,4,complete,0.36
21,5,10,8,HG,pess,coop,80%,1,8,1896,5600,1,make the most,batch8,9028,live,4,complete,0.36
22,6,0,12,PD,pess,def,70%,1,9,1601,2905,1,make the most,batch8,9028,live,4,complete,0.36
23,7,0,5,SH,pess,coop,80%,0,9,1778,3202,1,make the most,batch8,9028,live,4,complete,0.36
24,8,7,15,SG,pess,coop,70%,1,10,2009,3465,1,make the most,batch8,9028,live,4,complete,0.36
25,9,0,8,SH,pess,coop,80%,0,10,1568,4168,1,make the most,batch8,9028,live,4,complete,0.36
26,10,3,15,PD,pess,coop,80%,0,10,1994,3522,1,make the most,batch8,9028,live,4,complete,0.36
27,11,7,5,HG,pess,coop,80%,1,11,1776,4000,1,make the most,batch8,9028,live,4,complete,0.36
28,12,3,12,PD,pess,def,80%,1,12,2321,3929,1,make the most,batch8,9028,live,4,complete,0.36
29,13,10,12,SG,pess,coop,80%,1,13,1889,3745,1,make the most,batch8,9028,live,4,complete,0.36
30,14,3,8,SH,pess,coop,80%,0,13,4194,5202,1,make the most,batch8,9028,live,4,complete,0.36
31,15,7,8,HG,pess,coop,90%,1,14,2119,4823,1,make the most,batch8,9028,live,4,complete,0.36
0,0,10,8,HG,pess,coop,80%,1,1,10580,37901,0,"Player D.T. seemed to make the choice that would benefit them the most, while hurting the opponent as much as possible.",batch8,9029,live,4,complete,0.66
1,1,7,12,SG,pess,coop,50%,1,2,7953,18841,0,"Player D.T. seemed to make the choice that would benefit them the most, while hurting the opponent as much as possible.",batch8,9029,live,4,complete,0.66
2,2,0,12,PD,pess,coop,80%,0,2,7468,11684,0,"Player D.T. seemed to make the choice that would benefit them the most, while hurting the opponent as much as possible.",batch8,9029,live,4,complete,0.66
3,3,0,8,SH,pess,coop,90%,0,2,10923,14291,0,"Player D.T. seemed to make the choice that would benefit them the most, while hurting the opponent as much as possible.",batch8,9029,live,4,complete,0.66
4,4,3,8,SH,pess,def,50%,1,3,10437,14413,0,"Player D.T. seemed to make the choice that would benefit them the most, while hurting the opponent as much as possible.",batch8,9029,live,4,complete,0.66
5,5,3,15,PD,pess,def,100%,1,4,8884,11405,0,"Player D.T. seemed to make the choice that would benefit them the most, while hurting the opponent as much as possible.",batch8,9029,live,4,complete,0.66
6,6,10,15,SG,pess,def,100%,0,4,2751,6168,0,"Player D.T. seemed to make the choice that would benefit them the most, while hurting the opponent as much as possible.",batch8,9029,live,4,complete,0.66
7,7,10,5,HG,pess,coop,100%,1,5,5596,8532,0,"Player D.T. seemed to make the choice that would benefit them the most, while hurting the opponent as much as possible.",batch8,9029,live,4,complete,0.66
8,8,3,12,PD,pess,def,90%,1,6,6258,9659,0,"Player D.T. seemed to make the choice that would benefit them the most, while hurting the opponent as much as possible.",batch8,9029,live,4,complete,0.66
9,9,7,8,HG,pess,coop,100%,1,7,3643,5979,0,"Player D.T. seemed to make the choice that would benefit them the most, while hurting the opponent as much as possible.",batch8,9029,live,4,complete,0.66
10,10,10,12,SG,pess,def,80%,0,7,8354,11122,0,"Player D.T. seemed to make the choice that would benefit them the most, while hurting the opponent as much as possible.",batch8,9029,live,4,complete,0.66
11,11,0,5,SH,pess,coop,90%,0,7,3324,8444,0,"Player D.T. seemed to make the choice that would benefit them the most, while hurting the opponent as much as possible.",batch8,9029,live,4,complete,0.66
12,12,0,15,PD,pess,def,100%,1,8,8360,11856,0,"Player D.T. seemed to make the choice that would benefit them the most, while hurting the opponent as much as possible.",batch8,9029,live,4,complete,0.66
13,13,7,15,SG,pess,def,100%,0,8,2396,5069,0,"Player D.T. seemed to make the choice that would benefit them the most, while hurting the opponent as much as possible.",batch8,9029,live,4,complete,0.66
14,14,7,5,HG,pess,coop,100%,1,9,2907,6059,0,"Player D.T. seemed to make the choice that would benefit them the most, while hurting the opponent as much as possible.",batch8,9029,live,4,complete,0.66
15,15,3,5,SH,pess,def,50%,1,10,14223,16639,0,"Player D.T. seemed to make the choice that would benefit them the most, while hurting the opponent as much as possible.",batch8,9029,live,4,complete,0.66
16,0,10,5,HG,opt,coop,100%,1,11,6341,12781,1,"I believe Player G.P. was choosing the option that would give them the highest amount, regardless of what their opponent would get.",batch8,9029,live,4,complete,0.66
17,1,0,15,PD,opt,def,60%,1,12,5344,8664,1,"I believe Player G.P. was choosing the option that would give them the highest amount, regardless of what their opponent would get.",batch8,9029,live,4,complete,0.66
18,2,7,12,SG,opt,def,100%,1,13,6300,7397,1,"I believe Player G.P. was choosing the option that would give them the highest amount, regardless of what their opponent would get.",batch8,9029,live,4,complete,0.66
19,3,0,8,SH,opt,coop,90%,1,14,4346,9962,1,"I believe Player G.P. was choosing the option that would give them the highest amount, regardless of what their opponent would get.",batch8,9029,live,4,complete,0.66
20,4,0,5,SH,opt,coop,100%,1,15,4205,7317,1,"I believe Player G.P. was choosing the option that would give them the highest amount, regardless of what their opponent would get.",batch8,9029,live,4,complete,0.66
21,5,10,15,SG,opt,def,100%,1,16,2482,4858,1,"I believe Player G.P. was choosing the option that would give them the highest amount, regardless of what their opponent would get.",batch8,9029,live,4,complete,0.66
22,6,7,5,HG,opt,coop,100%,1,17,2611,5147,1,"I believe Player G.P. was choosing the option that would give them the highest amount, regardless of what their opponent would get.",batch8,9029,live,4,complete,0.66
23,7,0,12,PD,opt,def,100%,1,18,9098,11931,1,"I believe Player G.P. was choosing the option that would give them the highest amount, regardless of what their opponent would get.",batch8,9029,live,4,complete,0.66
24,8,10,8,HG,opt,coop,100%,1,19,3291,5403,1,"I believe Player G.P. was choosing the option that would give them the highest amount, regardless of what their opponent would get.",batch8,9029,live,4,complete,0.66
25,9,3,15,PD,opt,def,100%,1,20,4715,6419,1,"I believe Player G.P. was choosing the option that would give them the highest amount, regardless of what their opponent would get.",batch8,9029,live,4,complete,0.66
26,10,3,8,SH,opt,coop,100%,1,21,3258,5010,1,"I believe Player G.P. was choosing the option that would give them the highest amount, regardless of what their opponent would get.",batch8,9029,live,4,complete,0.66
27,11,10,12,SG,opt,def,100%,1,22,1977,5018,1,"I believe Player G.P. was choosing the option that would give them the highest amount, regardless of what their opponent would get.",batch8,9029,live,4,complete,0.66
28,12,3,12,PD,opt,def,100%,1,23,2442,3978,1,"I believe Player G.P. was choosing the option that would give them the highest amount, regardless of what their opponent would get.",batch8,9029,live,4,complete,0.66
29,13,7,15,SG,opt,def,100%,1,24,1672,3472,1,"I believe Player G.P. was choosing the option that would give them the highest amount, regardless of what their opponent would get.",batch8,9029,live,4,complete,0.66
30,14,7,8,HG,opt,coop,100%,1,25,2481,4305,1,"I believe Player G.P. was choosing the option that would give them the highest amount, regardless of what their opponent would get.",batch8,9029,live,4,complete,0.66
31,15,3,5,SH,opt,coop,100%,1,26,3234,5331,1,"I believe Player G.P. was choosing the option that would give them the highest amount, regardless of what their opponent would get.",batch8,9029,live,4,complete,0.66
0,0,10,12,SG,opt,coop,70%,0,0,5133,7347,0,Pick the answer with the highest possible payout no matter what.,batch8,9030,live,4,complete,0.61
1,1,0,12,PD,opt,coop,80%,0,0,5927,7985,0,Pick the answer with the highest possible payout no matter what.,batch8,9030,live,4,complete,0.61
2,2,3,5,SH,opt,coop,100%,1,1,4216,7077,0,Pick the answer with the highest possible payout no matter what.,batch8,9030,live,4,complete,0.61
3,3,7,8,HG,opt,coop,100%,1,2,3370,4640,0,Pick the answer with the highest possible payout no matter what.,batch8,9030,live,4,complete,0.61
4,4,10,5,HG,opt,coop,100%,1,3,3013,4815,0,Pick the answer with the highest possible payout no matter what.,batch8,9030,live,4,complete,0.61
5,5,3,12,PD,opt,def,40%,1,4,3254,5171,0,Pick the answer with the highest possible payout no matter what.,batch8,9030,live,4,complete,0.61
6,6,3,8,SH,opt,coop,100%,1,5,2397,5535,0,Pick the answer with the highest possible payout no matter what.,batch8,9030,live,4,complete,0.61
7,7,10,15,SG,opt,def,60%,1,6,3997,6405,0,Pick the answer with the highest possible payout no matter what.,batch8,9030,live,4,complete,0.61
8,8,0,15,PD,opt,def,30%,1,7,4281,5797,0,Pick the answer with the highest possible payout no matter what.,batch8,9030,live,4,complete,0.61
9,9,7,12,SG,opt,def,30%,1,8,2645,4725,0,Pick the answer with the highest possible payout no matter what.,batch8,9030,live,4,complete,0.61
10,10,0,5,SH,opt,coop,100%,1,9,2406,4106,0,Pick the answer with the highest possible payout no matter what.,batch8,9030,live,4,complete,0.61
11,11,7,5,HG,opt,coop,100%,1,10,2709,4147,0,Pick the answer with the highest possible payout no matter what.,batch8,9030,live,4,complete,0.61
12,12,10,8,HG,opt,coop,100%,1,11,2131,3713,0,Pick the answer with the highest possible payout no matter what.,batch8,9030,live,4,complete,0.61
13,13,0,8,SH,opt,coop,100%,1,12,1933,3271,0,Pick the answer with the highest possible payout no matter what.,batch8,9030,live,4,complete,0.61
14,14,7,15,SG,opt,def,70%,1,13,2144,5196,0,Pick the answer with the highest possible payout no matter what.,batch8,9030,live,4,complete,0.61
15,15,3,15,PD,opt,def,70%,1,14,5346,6058,0,Pick the answer with the highest possible payout no matter what.,batch8,9030,live,4,complete,0.61
16,0,0,5,SH,pess,coop,60%,0,14,4918,9542,1,Minimize the potential loss of money and maximize the opponent's loss.,batch8,9030,live,4,complete,0.61
17,1,10,5,HG,pess,coop,60%,1,15,7913,9603,1,Minimize the potential loss of money and maximize the opponent's loss.,batch8,9030,live,4,complete,0.61
18,2,3,15,PD,pess,def,50%,1,16,3675,6073,1,Minimize the potential loss of money and maximize the opponent's loss.,batch8,9030,live,4,complete,0.61
19,3,7,12,SG,pess,def,30%,0,16,3951,6303,1,Minimize the potential loss of money and maximize the opponent's loss.,batch8,9030,live,4,complete,0.61
20,4,10,8,HG,pess,coop,70%,1,17,2696,4362,1,Minimize the potential loss of money and maximize the opponent's loss.,batch8,9030,live,4,complete,0.61
21,5,0,15,PD,pess,def,50%,1,18,2868,4304,1,Minimize the potential loss of money and maximize the opponent's loss.,batch8,9030,live,4,complete,0.61
22,6,3,5,SH,pess,coop,70%,0,18,3736,5400,1,Minimize the potential loss of money and maximize the opponent's loss.,batch8,9030,live,4,complete,0.61
23,7,7,15,SG,pess,def,60%,0,18,2284,3640,1,Minimize the potential loss of money and maximize the opponent's loss.,batch8,9030,live,4,complete,0.61
24,8,3,12,PD,pess,def,60%,1,19,3284,4694,1,Minimize the potential loss of money and maximize the opponent's loss.,batch8,9030,live,4,complete,0.61
25,9,10,12,SG,pess,coop,60%,1,20,5834,14496,1,Minimize the potential loss of money and maximize the opponent's loss.,batch8,9030,live,4,complete,0.61
26,10,7,8,HG,pess,coop,50%,1,21,4507,6123,1,Minimize the potential loss of money and maximize the opponent's loss.,batch8,9030,live,4,complete,0.61
27,11,3,8,SH,pess,def,60%,1,22,3457,4835,1,Minimize the potential loss of money and maximize the opponent's loss.,batch8,9030,live,4,complete,0.61
28,12,0,12,PD,pess,def,50%,1,23,3389,5273,1,Minimize the potential loss of money and maximize the opponent's loss.,batch8,9030,live,4,complete,0.61
29,13,0,8,SH,pess,def,30%,1,24,3495,5119,1,Minimize the potential loss of money and maximize the opponent's loss.,batch8,9030,live,4,complete,0.61
30,14,10,15,SG,pess,coop,50%,1,25,5205,6579,1,Minimize the potential loss of money and maximize the opponent's loss.,batch8,9030,live,4,complete,0.61
31,15,7,5,HG,pess,coop,40%,1,26,4055,5723,1,Minimize the potential loss of money and maximize the opponent's loss.,batch8,9030,live,4,complete,0.61
0,0,3,12,PD,opt,coop,30%,0,0,3932,5716,0,To pick the option that gave them the highest potential payoff.,batch8,9031,live,4,complete,0.34
1,1,7,8,HG,opt,coop,90%,1,1,3716,5480,0,To pick the option that gave them the highest potential payoff.,batch8,9031,live,4,complete,0.34
2,2,3,8,SH,opt,coop,90%,1,2,2063,4493,0,To pick the option that gave them the highest potential payoff.,batch8,9031,live,4,complete,0.34
3,3,7,12,SG,opt,def,40%,1,3,2859,4167,0,To pick the option that gave them the highest potential payoff.,batch8,9031,live,4,complete,0.34
4,4,0,15,PD,opt,def,70%,1,4,2132,3910,0,To pick the option that gave them the highest potential payoff.,batch8,9031,live,4,complete,0.34
5,5,0,8,SH,opt,coop,100%,1,5,2283,5873,0,To pick the option that gave them the highest potential payoff.,batch8,9031,live,4,complete,0.34
6,6,7,15,SG,opt,def,80%,1,6,1835,4278,0,To pick the option that gave them the highest potential payoff.,batch8,9031,live,4,complete,0.34
7,7,7,5,HG,opt,coop,90%,1,7,2086,6414,0,To pick the option that gave them the highest potential payoff.,batch8,9031,live,4,complete,0.34
8,8,3,15,PD,opt,def,80%,1,8,2756,5437,0,To pick the option that gave them the highest potential payoff.,batch8,9031,live,4,complete,0.34
9,9,0,5,SH,opt,coop,90%,1,9,4565,9328,0,To pick the option that gave them the highest potential payoff.,batch8,9031,live,4,complete,0.34
10,10,10,5,HG,opt,coop,80%,1,10,6661,11265,0,To pick the option that gave them the highest potential payoff.,batch8,9031,live,4,complete,0.34
11,11,10,15,SG,opt,def,90%,1,11,2217,4313,0,To pick the option that gave them the highest potential payoff.,batch8,9031,live,4,complete,0.34
12,12,10,12,SG,opt,def,90%,1,12,1863,4171,0,To pick the option that gave them the highest potential payoff.,batch8,9031,live,4,complete,0.34
13,13,0,12,PD,opt,def,90%,1,13,2929,4897,0,To pick the option that gave them the highest potential payoff.,batch8,9031,live,4,complete,0.34
14,14,3,5,SH,opt,coop,100%,1,14,2184,4402,0,To pick the option that gave them the highest potential payoff.,batch8,9031,live,4,complete,0.34
15,15,10,8,HG,opt,coop,100%,1,15,2945,4723,0,To pick the option that gave them the highest potential payoff.,batch8,9031,live,4,complete,0.34
16,0,3,15,PD,pess,coop,20%,0,15,7809,9831,1,To choose assuming that the other player would always try to pick the option that was highest for them.,batch8,9031,live,4,complete,0.34
17,1,3,5,SH,pess,coop,80%,0,15,2187,3835,1,To choose assuming that the other player would always try to pick the option that was highest for them.,batch8,9031,live,4,complete,0.34
18,2,7,12,SG,pess,def,50%,0,15,3104,5822,1,To choose assuming that the other player would always try to pick the option that was highest for them.,batch8,9031,live,4,complete,0.34
19,3,10,5,HG,pess,coop,70%,1,16,6971,9155,1,To choose assuming that the other player would always try to pick the option that was highest for them.,batch8,9031,live,4,complete,0.34
20,4,0,15,PD,pess,def,30%,1,17,4238,5728,1,To choose assuming that the other player would always try to pick the option that was highest for them.,batch8,9031,live,4,complete,0.34
21,5,0,5,SH,pess,coop,70%,0,17,3408,8088,1,To choose assuming that the other player would always try to pick the option that was highest for them.,batch8,9031,live,4,complete,0.34
22,6,7,8,HG,pess,coop,60%,1,18,4910,7966,1,To choose assuming that the other player would always try to pick the option that was highest for them.,batch8,9031,live,4,complete,0.34
23,7,7,15,SG,pess,def,70%,0,18,2552,4780,1,To choose assuming that the other player would always try to pick the option that was highest for them.,batch8,9031,live,4,complete,0.34
24,8,3,12,PD,pess,def,30%,1,19,3321,5109,1,To choose assuming that the other player would always try to pick the option that was highest for them.,batch8,9031,live,4,complete,0.34
25,9,10,8,HG,pess,def,20%,0,19,3044,6704,1,To choose assuming that the other player would always try to pick the option that was highest for them.,batch8,9031,live,4,complete,0.34
26,10,3,8,SH,pess,coop,60%,0,19,2005,4095,1,To choose assuming that the other player would always try to pick the option that was highest for them.,batch8,9031,live,4,complete,0.34
27,11,10,12,SG,pess,def,70%,0,19,4256,11608,1,To choose assuming that the other player would always try to pick the option that was highest for them.,batch8,9031,live,4,complete,0.34
28,12,10,15,SG,pess,coop,20%,1,20,8932,12186,1,To choose assuming that the other player would always try to pick the option that was highest for them.,batch8,9031,live,4,complete,0.34
29,13,7,5,HG,pess,coop,60%,1,21,3225,9677,1,To choose assuming that the other player would always try to pick the option that was highest for them.,batch8,9031,live,4,complete,0.34
30,14,0,8,SH,pess,def,60%,1,22,8257,10473,1,To choose assuming that the other player would always try to pick the option that was highest for them.,batch8,9031,live,4,complete,0.34
31,15,0,12,PD,pess,def,40%,1,23,2399,4941,1,To choose assuming that the other player would always try to pick the option that was highest for them.,batch8,9031,live,4,complete,0.34
0,0,0,8,SH,pess,coop,90%,0,0,7756,17656,0,I am not sure.,batch8,9032,live,4,complete,0.54
1,1,7,5,HG,pess,coop,80%,1,1,9457,12111,0,I am not sure.,batch8,9032,live,4,complete,0.54
2,2,10,15,SG,pess,def,50%,0,1,12723,15133,0,I am not sure.,batch8,9032,live,4,complete,0.54
3,3,3,12,PD,pess,def,50%,1,2,5082,10880,0,I am not sure.,batch8,9032,live,4,complete,0.54
4,4,7,15,SG,pess,def,50%,0,2,6487,8745,0,I am not sure.,batch8,9032,live,4,complete,0.54
5,5,7,8,HG,pess,coop,80%,1,3,2619,4721,0,I am not sure.,batch8,9032,live,4,complete,0.54
6,6,3,5,SH,pess,coop,90%,0,3,2754,4274,0,I am not sure.,batch8,9032,live,4,complete,0.54
7,7,3,15,PD,pess,def,60%,1,4,2972,4764,0,I am not sure.,batch8,9032,live,4,complete,0.54
8,8,0,15,PD,pess,def,50%,1,5,3799,6177,0,I am not sure.,batch8,9032,live,4,complete,0.54
9,9,10,8,HG,pess,coop,70%,1,6,3354,4910,0,I am not sure.,batch8,9032,live,4,complete,0.54
10,10,10,12,SG,pess,def,70%,0,6,8200,10844,0,I am not sure.,batch8,9032,live,4,complete,0.54
11,11,0,5,SH,pess,coop,80%,0,6,2746,5190,0,I am not sure.,batch8,9032,live,4,complete,0.54
12,12,0,12,PD,pess,def,50%,1,7,1989,4581,0,I am not sure.,batch8,9032,live,4,complete,0.54
13,13,3,8,SH,pess,coop,50%,0,7,2487,5371,0,I am not sure.,batch8,9032,live,4,complete,0.54
14,14,10,5,HG,pess,coop,90%,1,8,5274,7390,0,I am not sure.,batch8,9032,live,4,complete,0.54
15,15,7,12,SG,pess,def,80%,0,8,2096,3958,0,I am not sure.,batch8,9032,live,4,complete,0.54
16,0,10,8,HG,opt,coop,50%,1,9,5396,7842,1,Play E.B. was simply trying to maximize his/her earnings.,batch8,9032,live,4,complete,0.54
17,1,7,12,SG,opt,def,50%,1,10,3684,5646,1,Play E.B. was simply trying to maximize his/her earnings.,batch8,9032,live,4,complete,0.54
18,2,0,12,PD,opt,def,70%,1,11,2188,3645,1,Play E.B. was simply trying to maximize his/her earnings.,batch8,9032,live,4,complete,0.54
19,3,0,8,SH,opt,coop,50%,1,12,3501,4997,1,Play E.B. was simply trying to maximize his/her earnings.,batch8,9032,live,4,complete,0.54
20,4,3,8,SH,opt,coop,80%,1,13,1781,4979,1,Play E.B. was simply trying to maximize his/her earnings.,batch8,9032,live,4,complete,0.54
21,5,3,15,PD,opt,def,90%,1,14,1568,3134,1,Play E.B. was simply trying to maximize his/her earnings.,batch8,9032,live,4,complete,0.54
22,6,10,15,SG,opt,def,90%,1,15,1824,4286,1,Play E.B. was simply trying to maximize his/her earnings.,batch8,9032,live,4,complete,0.54
23,7,10,5,HG,opt,coop,90%,1,16,2134,3336,1,Play E.B. was simply trying to maximize his/her earnings.,batch8,9032,live,4,complete,0.54
24,8,3,12,PD,opt,def,70%,1,17,1603,3653,1,Play E.B. was simply trying to maximize his/her earnings.,batch8,9032,live,4,complete,0.54
25,9,7,8,HG,opt,coop,90%,1,18,1597,3883,1,Play E.B. was simply trying to maximize his/her earnings.,batch8,9032,live,4,complete,0.54
26,10,10,12,SG,opt,def,90%,1,19,1543,3233,1,Play E.B. was simply trying to maximize his/her earnings.,batch8,9032,live,4,complete,0.54
27,11,0,5,SH,opt,coop,90%,1,20,1630,4178,1,Play E.B. was simply trying to maximize his/her earnings.,batch8,9032,live,4,complete,0.54
